term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
anchor,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.9342987124422745,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.1157012875566035,0.025,0.025,0.025,0.025,0.025,0.025,0.025
ancient,0.025,0.025,1.0249999999996,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994375,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996482,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
anemone,0.025,0.025,1.0249999999994068,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996398,0.025,0.025,1.0249999999993422,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
angel,0.025,1.0249999999994122,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996475,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996684,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
anger,0.025,0.025,0.025,3.024999999999616,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995627,0.025,0.025,0.025,1.0249999999993331,0.025,0.025,1.0249999999995265,0.025,0.025,0.025,0.025,0.025,1.0249999999996533,0.025,2.024999999999451,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999558,0.025,0.025,0.025
animal,0.025,0.025,0.025,0.025,0.025,2.0249999999994084,0.025,0.025,0.025,0.025,0.025,2.0249999999995683,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,1.02499999999939,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996111,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
animals,1.02499999999974,0.025,0.025,0.025,1.0249999999996917,0.025,0.025,0.025,0.025,0.025,1.0249999999996846,0.025,0.025,2.024999999999708,0.025,3.0249891916822746,0.025,1.02499999999947,0.025,0.025,0.025,0.025,0.025,0.025,0.02501080831660567,0.025,0.025,0.025,0.025,0.025,1.024999999999642,0.025,0.025,1.0249999999995996,1.0249999999996136,0.025,0.025,1.0249999999996868,1.0249999999995782,0.025
animals savage,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996129,0.025,1.0249999999993382,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
anna,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995765,0.025,0.025,1.024999999999538,0.025,0.025,0.025,1.0249999999996189,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994361,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
announcement,0.025000000000000005,0.025,0.025,0.025,2.0249999999988275,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
answer,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.795009877953759,0.025,0.025,1.1326255531294591,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996464,0.025,0.025,0.025,0.025,2.0249999999998196,0.025,0.025,0.025,0.025,0.025,0.9173744468696534,1.254990122045185,0.025,0.025
answers,0.025,0.025,0.025,0.025,0.025,2.024999999999576,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993653,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996802,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
antenna,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999980957,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,5.024999999999721,0.025,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025
antenna alignment,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.024999999999778,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
anthozoa,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996895,0.025,0.025,0.025
anthozoa ctenophora,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996895,0.025,0.025,0.025
antlers,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999503,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995096,0.025,0.025,0.025
antman,0.025,0.025,1.0249999999995483,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999994897,0.025,0.025,0.025,0.025,0.025,0.025,1.02499999999954,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
anybody,0.025,0.025,0.025,0.025,2.024999999999771,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,4.009660252793264,0.025,2.0249999999991926,0.025,0.025,2.0249999999996717,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,3.024999999999778,0.025,3.0249999999997184,0.025,0.058530232146133204,0.025,1.024999999999629,0.025,19.006809515058965,1.0249999999996813,0.025,2.024999999999432
anybody mailboxes,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.024999999999721,0.025,0.025,0.025
anymore,0.025,1.0249999999995316,0.025,0.025,0.025,0.025,1.0249999999991446,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999992414,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999997734,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
apartment,0.025,0.11203290787107345,0.025,0.025,0.025,0.025,0.025,1.9379670921271686,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996406,0.025,1.0249999999995862,0.025,0.025,0.025,0.025,0.025,1.0249999999995685,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025
app,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996564,0.025,0.025,0.025,1.0249999999996475,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
app clawhauser,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996564,0.025,0.025,0.025,1.0249999999996475,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
appearance,0.025,0.025,0.025,0.025,0.025,1.0249999999995654,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999998678,0.025,0.025,0.025,0.025,0.025,0.025000000000000012,0.025,0.025,0.025,0.025
appearances,0.025,1.0249999999996142,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996249,0.025,0.025,0.025,0.025,0.025,0.025,0.025
applause,0.025000000000000005,2.0249999999980277,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025
appointment,0.025,0.025,0.025,1.0249999999997428,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,1.0249999999995327,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,4.024999999999366,0.025,0.025,1.0249999999994015,0.025,0.025,0.025,0.025,1.0249999999995991
apprentice,0.025,0.025,0.025,1.0249999999997543,0.025,0.025,0.025,0.025,0.025,2.02499999999965,0.025,0.025,6.024999999999299,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999349,2.02499999999967,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
approach,0.025,0.025,0.025,0.025,0.025,1.0249999999987007,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994195,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,1.0249999999995942,0.025
archie,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999702,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
area,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,1.0249999999995638,0.025,0.025,0.025,0.025,0.025,7.94125265702687,0.025,1.1087473429721153,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995272,1.024999999999492,2.0249999999993786
arent,0.025,0.025,0.025,0.025,1.0850443798248146,0.025000000000000005,0.025,0.025,0.025,1.024999999999426,0.025000000000000005,2.0093162064167167,0.025,4.024999999999257,0.025,0.025,1.040683793582273,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.9649556201742728,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,2.0249999999992285,0.025
arent people,0.025,0.025,0.025,0.025,1.024999999999623,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996042,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
arm,0.025,1.0249999999995791,2.0249999999995745,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996309,0.025,0.025,1.0249999999995623,0.025000000000000005,0.025,0.025,0.025,1.0249999999992825,2.0249999999996775,0.025,0.025,2.024999999999589,0.025,2.0249999999997463,1.0249999999996684,0.025,0.025,0.025,0.025,1.024999999999762,0.025,5.024999999999561,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025
armies,0.025,0.025,0.025,3.0249999999996984,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.1900162695008434,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.8599837304983767,0.025,0.025,0.025,0.025,0.025
armor,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996753,0.025,0.025,1.024999999999536,0.025,2.0249999999994612,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999995265,0.025,2.0249999999991664,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995685,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025
armor world,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996249,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994956,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995685,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
arms,0.025,0.025,0.025,0.025,1.0249999999996164,0.025,0.025,2.0249999999997628,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999997326,0.025,1.0249999999996757,0.025,0.025,1.0249999999996673,0.025,0.025,0.025,0.025,1.0249999999995796,0.025,0.025,0.025,0.025,0.025,2.0249999999994297
army,0.025,0.025,0.025,0.025,0.025,3.0249999999994923,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999994897,9.024999999999448,1.0249999999993873,2.0249999999996953,0.025,0.025,1.0249999999993653,0.025,0.025,0.025,0.025,0.025,0.025,2.518600124458018,0.025,0.025,1.0249999999995651,0.025,2.531399875541127,2.0249999999996584,0.025,0.025,0.025,0.025,0.025,0.025,0.025
arrest,0.025,0.025,2.024999999999499,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,1.024999999999665,0.025,1.0249999999996267,1.0249999999994897,0.025,1.0249999999993826,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996438,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
arrives,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999990567,0.025,0.025,0.025000000000000005,0.025,0.025
arrogance,0.025,3.0249999999988577,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
arrow,0.025,0.025,0.025,0.025,0.025,1.024999999999559,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995894,1.0249999999994646,0.025,0.025,0.025,3.024999999999125,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999568,0.025,0.025,0.025,0.025,0.025,0.025,0.025
art,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995467,0.025,0.025,0.025,0.025,0.025,2.024999999999617,0.025,0.025,0.025,0.025,0.025
arthropoda,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996895,0.025,0.025,0.025
artist,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996873,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
artoo,0.025,0.025,0.025,1.0249999999997257,0.025,0.025,9.024999999999368,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995998,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
arts,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999554,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
ask,0.025,0.025,0.025,0.025,1.0249999999996957,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996369,0.025,1.040693969015006,1.024999999998805,1.024999999999596,3.024999999998881,0.025,0.025,0.025,0.025000000000000005,0.025,1.009306030984158,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995558,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025
ask direction,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999615,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
asking,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999998702,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,1.0249999999995383,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
asleep,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995307,0.025,0.025,0.025,1.024999999999505,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999993227,0.025
aspect,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,2.024999999998423,0.025,0.025,0.025,0.025,0.025
ass,2.024999999999762,0.025,1.0249999999996031,0.025,0.025,0.025,0.025,0.025000000000000005,2.854472944758829,0.02500000000000001,1.5244733671937754,0.025,2.024999999999257,0.025,2.5614692141104007,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,5.02499999999958,1.0710614450773686,0.025,0.025,0.025,1.1135230288574296,0.025,0.025,0.025000000000000005,1.0249999999996424,1.0249999999996322,1.0249999999996107,0.025,1.0249999999996535,0.025,0.025
assault,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999989814,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999997277,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
asses,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,2.02499999999891,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
assignment,0.025,0.025,0.025,1.9671284269368927,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996338,0.025,2.082871573062559,0.025,0.025,0.025,0.025,0.025,1.024999999999568,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995716,0.025,0.025,0.025
assignments,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994746,0.025,0.025,0.025,2.0249999999985335,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999568,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000012,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
asylum,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999037,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
atmosphere,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996167,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999068,1.024999999999598,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
atoms,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993886,1.0249999999995878,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
atoms days,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993886,1.0249999999995878,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
attaboy,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996207,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
attachment,0.025,0.025,0.025,1.0249999999997543,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999985229,1.024999999999596,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025,0.025
attack,1.02499999999974,0.025,1.0249999999995636,0.025,0.025,1.0249999999995685,0.025,1.024999999999695,0.025,0.025,0.025,0.025,0.025,0.025,0.025,17.005198790767388,0.025,0.025,3.024999999999653,1.0448012092309773,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999719,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996886,0.025,0.025
attacks,1.02499999999974,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.02499999999954,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995782,0.025
attempt,0.025,1.024999999999396,0.025,0.025,0.025,0.025,4.0249999999995945,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996153,1.0249999999995836,0.025,0.025,0.025,0.025
attempt life,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999714,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996153,0.025,0.025,0.025,0.025,0.025
attention,0.025,1.024999999999608,0.025,0.025,0.025,0.025,0.025,8.762486066420193,1.1511778754967277,0.025,1.0249999999994004,0.025,1.1613360580813838,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,1.0249999999993868,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999675,0.025,0.025,0.025,0.025,0.025,2.0249999999996544,0.025,0.025,0.025,0.025,0.025,1.0249999999995738,0.025,0.025
attitude,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994737,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,1.0249999999995798,0.025,0.025,0.025,2.024999999999125,0.025,0.025,0.025,0.025,0.025,1.0249999999996535,0.025,0.025
attorney,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994874,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995691,0.025,0.025,0.025
audience,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999992399,0.025,1.0249999999994726,0.025,1.0249999999995445,0.025,0.025,1.0249999999996169,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
audition,0.025,0.025,1.0249999999996031,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999249,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
