term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
admiral,-0.009813335860568458,0.010424088534508982,-0.016525078492352095,0.0014904840192185992,0.0014415063228307465,-0.0011043908776673906,-0.0030725331761899616,0.0028016215405063504,-0.005416158003302565,-0.010391352043537607
admire,-0.018313388470900718,0.014062461408252791,-0.01849666393541251,-0.006414254976121067,0.0057680476970289486,-0.01635297363997589,-0.01431517854804873,-0.011675199799510812,0.009303372048714113,-0.015224457300454661
admit,-0.019184106807399008,-0.0317786156314521,-0.009714052248108613,-0.002810125419552403,0.01114964205884171,0.003192776092008474,-0.018469010338971057,-0.011140340936115751,-0.01245090378227867,-0.01832412170774152
adolf,-0.006642176255865462,-0.005613698118802607,0.0014116217235946855,-0.0008909647470886291,-0.013227500755725478,0.0013427029877076699,0.004405411313094011,0.009056346323981819,0.002348733458848495,0.0006670280942649204
adorable,0.03889603311290646,-0.0071406011482126296,-0.007632592373485358,0.022241378512343334,0.03540746623337813,-0.015237836560272028,-0.005386185067030923,0.008666839479787119,0.022294104830006854,-0.012375433175527181
advanced,-0.014875257637532596,0.01494114586819983,0.026505653101114076,0.03048508677466645,0.009816391556210467,-0.01761117804249976,0.014741099755188638,-0.02184793481445575,0.016907125161738465,-0.024850061118745558
advantage,-0.00909011869368407,0.027679095609058884,-0.010391999537369504,0.028198505800033354,0.03760882677394271,0.008788479798763621,0.010947817371960242,-0.018224334317983655,-0.03725190146897511,-0.0302028733943067
adventure,0.02318610092281198,-0.011085758952851297,-0.0027865824714143274,-0.004556129296771891,-0.0067691767844140546,0.00863314739787938,0.007763595985860766,-0.005726853099638126,-0.016151468633209196,0.03291832664465488
advise,-0.0023191990092723386,0.006122421832536151,-0.037002987222572004,0.005880288664701545,-0.00017746219218058045,0.004758144539254529,0.007030762543319464,-0.013124832681901698,-0.0013194769660670336,-0.005639423532023962
affirmative,-0.002319199009272338,0.006122421832536149,-0.037002987222572004,0.005880288664701544,-0.00017746219218057487,0.004758144539254527,0.007030762543319469,-0.013124832681901693,-0.0013194769660670282,-0.005639423532023961
afford,-0.006613125751051222,-0.012931395441381497,-0.027798358372698857,0.011395357282275259,-0.012057356452152767,-0.0017034349070793168,0.02856971188695188,-0.003963172818211718,0.003255713687985185,0.02631506402986726
afraid,-0.019760051959772894,0.009515087822672564,0.005510953061707103,0.007816428527047845,-0.007549365635021323,-0.013647184354986268,-0.008746884125368583,0.031911519712647496,0.00031538473518920757,-0.004439674904845018
after,0.006563400205374042,0.008320694779569647,0.0034720163397220765,0.0008639623415625657,0.00225164848288602,-0.0009712397666070481,-0.0005130593317238403,0.0010054703747619292,0.0024089281706921443,-0.0017116241445650359
afternoon,0.011822430844821267,-0.01804323696958796,-0.042523989500387126,0.013882421490622163,-0.002904603000291411,-0.0001888742398780238,0.018170510491356765,-0.001154848894782157,0.004704042007332686,0.011065207851895782
again,0.008052661885970086,0.008703609107484026,0.0032816958834023793,0.0006536262797511812,0.0008573944562711998,0.0007816684934489746,0.0003502211930390006,0.0010320878357706067,0.00030250446789410604,-0.0013585663133220626
against,-0.015008666524267033,0.013444588695858453,0.015318769154919459,-0.012449117318315368,-0.0058956230960243335,-0.007379508907713048,0.009587021222492062,0.0021086381836109757,-0.009303955795222201,-0.023496297304426098
age,0.004804790874910686,-0.011691090981626285,-0.008172011752230555,0.016739237778709684,-0.02570295634307352,-0.021920765221189208,-0.016252026429611183,0.0010905216554069842,-0.019856885019766433,-0.014967968953530185
agent,-0.02711173647308699,-0.02377421268815166,0.0075260213640721855,0.0005373598366401948,-0.014193681098896486,-0.0009429598427986746,-0.0012166934973999704,0.011219962304469248,0.020373372667960594,-0.015293578247499431
agents,-0.041956088672953834,-0.009057678041734853,0.00465443315907779,0.006277632936023382,-0.0211588111729365,-0.01247290713711733,0.008234483774444485,0.004933678984175098,0.011029696173891376,-0.010495308190347748
aggressive,0.013809019159137209,-0.01453873290095189,-0.0014152007425284549,0.0146471078970704,-0.004274660665960837,-0.015054268220720946,-0.019280896616534225,-0.018783964688983735,0.003090191582826265,0.001392779783806772
agnarr,0.007197438080879142,0.020906317609260556,0.017429813434130755,0.025832042414695337,0.005530152800170117,-0.004433561926390294,0.00591098790817423,-0.017636877606249927,-0.0029351617480875528,-0.012605907094166298
ago,-0.03086871330040393,0.0035183965766673138,0.007696585284112981,0.004639833146136999,0.016734985186043713,-0.019270377545140237,0.007554735736192758,0.010506644545076707,0.008863342011789666,0.013119413949511643
agree,-0.018668605988212853,0.027767614181112642,-0.01235965866750942,0.010294480728128374,0.012756081596050529,0.013147307768891047,-0.01623782726796267,-0.00555123793517743,-0.013124710723758613,0.003012294004820282
agreed,-0.006740868455314082,-0.00744808280440641,-0.03916394884071469,0.0015435739184087775,0.02250816748060981,0.008763256629444218,0.010635736061265081,0.023832777588055628,-0.00210850932602582,0.014811786516726114
ah,0.012559624793873387,0.004086916918091026,0.006484796769186439,0.0006367539040354064,0.004338647151055012,-0.0012890242501264213,0.002492660490347845,0.0009743158500649207,0.011734390582088697,-0.00402573086616539
ahead,-0.004434844767699302,-0.007920266494087608,-0.02462295540746839,-0.014887233569971984,-0.01722773520156865,0.0019982715695539507,0.006254303237459857,-0.03048707560390568,-0.009809563985185725,0.01751329689298946
ahem,0.03587821165118012,0.026623697496918924,0.025317448872417325,0.012043363452392649,-0.03758147115723693,0.0035933574981610724,0.006097842603530264,-0.03792346576530238,-0.0017912584704663796,-0.014639855325505456
ahh,0.023549014066938358,0.024480656478302668,0.017611271556357232,0.03553150912865627,0.0028518412769088,-0.0017624760646921546,-0.0300198742532102,0.0005254501966755091,-0.007853975873873858,0.000430484922129906
ahhh,0.020468660947249733,0.0033963514715698337,-0.0017978465565060906,-0.020785657053523802,0.0034084543347355427,0.0509471261780831,-0.023430516155677046,-0.0003180774301319023,0.03742489013080883,-0.011798067325785361
ahhhh,-0.0006969072947474666,0.004084927683026678,-0.02747664037449117,0.004373444479524661,-0.0051138130351621154,0.008500250390861544,0.006560474200524972,-0.018079591376216963,-0.013239186252101118,0.009895347158541193
ahhhhh,0.012027688071246366,0.0032888800428678023,0.0031016502268528716,0.012347854302646179,0.028161389994507343,0.033241846585173124,-0.012500735293070176,-0.0003881372682632854,0.007819087443011798,0.016761726016316186
ahtohallan,0.007629200661452287,0.022160453530934723,0.01847539953611074,0.027381664539833688,0.005861897653982547,-0.004699524080834474,0.006265578439456472,-0.018694885150456135,-0.003111237317826818,-0.013362114916488798
aim,-0.017175466978158728,0.008327399628687395,-0.009967205188106521,0.0031170421176953365,-0.02883222560423214,0.015012264252268207,0.014361092764927662,0.024776621061169426,-0.018634221340749525,-0.020187561582322516
aint,0.006494291375769163,-0.04135447973226698,-0.008165797825223186,-0.03006311466454613,0.01495983739750109,0.01044695617981863,-0.0009772904986352414,-0.02554234321241062,0.022436852057195558,-0.004346752039165466
air,-0.012164236381478307,0.01575276471886636,0.013363431211690882,0.0009843038040176682,-0.017586350086093876,0.005804566962282568,0.006208185638841735,-0.04116644277669565,0.001445003979669058,-0.0017274289394224348
airplane,0.009906597509521319,-0.008122000380167483,-0.0017810592598139208,0.006658482691320314,0.0005864801732921114,-0.00993919090695918,-0.009806651899369096,-0.016146155171369532,-0.008865527643920658,0.0012701408012904542
airport,-0.02589521716894732,-0.017542159665374715,0.0138122055473752,-0.007963164638270837,-0.0012549565110318518,-0.0026471671976068738,-0.013019428009637339,-0.02256828048832148,0.020066891186359438,0.006803491836909554
alderaan,-0.027513681673189887,0.037186635893336505,-0.04057683833798036,-0.0012906773339536428,0.004475125963668288,-0.003871503001519174,-0.011016345532654128,0.006004338795699192,-0.017971121130839304,0.011709917794963233
alert,-0.00023909782055468444,0.009439197066616375,-0.03022685301435115,0.0019099486704157204,-0.023370488388432167,0.01153099889317238,0.01577666399763557,-0.004371740978014424,0.0001235336746152919,0.017949469491075804
algorithm,-0.01802237804718268,-0.010626871323004624,0.006860916474075657,0.008768451924538274,-0.013656646359789783,-0.003757103176543855,0.004595749023225471,0.007988499764731491,0.007590711655955739,-0.010473643382091702
alien,-0.02155145762119432,-0.005904303187056081,0.008723673539428451,0.004327228253915778,0.004160060982457989,-0.012880167183147318,0.008482888918286701,-0.004081445452895516,0.019402604439181688,-0.011858939577533544
aliens,-0.016891431390079512,-0.007036050770170316,0.013369808533772735,-0.005116666223091691,0.0240671321965009,-0.002975730134697918,0.006134656306687901,-0.01622339536507627,0.004937009823996056,0.0039290836392988394
alignment,-0.005194474805702648,0.004500954597404887,-0.015017354243558826,-0.008806502130540855,-0.0020121238535441306,-0.015029685550604554,-0.022550050330039734,0.004148674806688942,-0.02790063825968409,-0.01720163272547197
alike,-0.005257781172207545,-0.00965679254708971,0.01970528635275222,-0.01340803182262069,-0.003931529935878787,0.03599112097148786,0.014733866074815803,0.004290825578825792,-0.024552495348792933,0.01931612188661384
alive,-0.007822603107149407,0.005433004233521229,0.00522122061722302,-0.022454080419234492,0.0006493847488006065,0.0035853713876773407,-0.0054818577945099575,0.031781953563262036,0.006935846791423316,0.0021346782705195686
all,0.005155015727840643,0.006379798577378843,0.0020116493227448273,0.00019874648687845988,0.0011781680653870663,0.001124504222816095,-0.0009486467595834897,-5.853774097734277e-05,0.0010827433451870332,-0.000512582266980517
allegiant,-0.007648198508846266,0.016661954601682776,-0.015301948714292688,-0.0028699211708481612,0.006037925660797277,-0.004794334540695174,-0.003479981365237388,0.0038994899140514768,0.005244941610373584,0.0197721960999735
alley,-0.0054772696195625695,-0.017958180370981094,0.00908342999173806,0.001906451587993037,-0.011782012658354725,0.005589319205246597,-0.005702541181906623,0.0005659573940573302,0.016422559074323037,0.013172804434602212
allfathers,-0.0042885354962846735,-0.005012770666359886,0.010967474489273488,-0.0047141092234343485,0.0205384210542824,0.011621273108138356,0.0023771283942439214,-0.006521377164717317,-0.015263045622427251,0.010143559698419223
alliance,-0.022707301676835108,0.01935861469843878,-0.021607237086313003,-0.005203542337343287,0.0022232059420071344,-0.01159279912327141,-0.015140142069928569,-0.010094903453294946,-0.006703917212656151,-0.009869630304610582
allied,-0.0068752368645956675,-0.005810671497767125,0.0014611526913866485,-0.0009222269085120467,-0.013691627159385156,0.0013898157356391442,0.0045599883376693405,0.009374115305989016,0.002431145793086215,0.0006904327688325769
allies,-0.043148507438697,-0.012727163433275113,0.0034199145705969378,0.012335004535165887,-0.017279303885058654,1.5103369763197657e-05,0.01644313456552863,0.016852296905286543,0.015225196526426517,0.008914947932591184
allow,-0.0221720132133474,-0.007248723667713634,0.013571880966787749,-0.0004810293455847227,-0.009207227870889217,0.03189137746599121,0.020615102824655483,0.004927700443562001,-0.038896166665927975,0.010037212488177683
allowed,-0.00819500555669618,0.02424709747625104,-0.028033356412531314,-0.022994531080456012,-0.004773187612526877,0.015950886637438145,0.022854736873297844,-0.02411689141960379,0.01202139133660932,0.012025479669131369
alltime,0.015015752654386079,-0.012750757831189062,-0.033476669333090306,0.011224554407385956,0.016015892928616483,0.00848735964864762,0.02170150946804539,-0.013929997148252445,0.004292690740317031,-0.015990887998574586
ally,-0.031557615950450535,0.01768882402304479,-0.02199050796377229,0.010724138543891901,0.007289740074212484,-0.004257222510762408,0.012354762354527427,0.0161649928020884,0.004409742720882044,-0.0006787681185801703
almost,0.00591015774680642,-0.0001206131818601096,-0.008565820595881323,-0.007610932957431254,-0.006370527558157803,-0.009711121323480421,-0.029902488270848734,0.015694927278325266,-0.008815112864244384,0.03592624738481975
alone,-0.0032602364479357667,0.01316307013947182,0.0071475556436142226,0.024183509833330227,-0.00031243714621786517,-0.002772269435353433,-0.00025666544106590276,0.009120104279566523,0.006667432824346913,0.024011243976040837
along,0.003630816595068892,0.0017683537723749137,0.006335893427429532,-0.026479147318337927,-0.041545400908545374,-0.013104335033299623,0.029785170815404556,-0.003502926600398704,0.021372318362587673,0.017583350264263987
alpha,-0.03224857227868217,-0.0005061962501538706,-0.006102055251348111,0.005389149753897705,-0.02113790961253584,-0.007023231352378125,0.00578936025615058,0.020871467008124162,0.0149975609516331,0.008706101505016741
already,0.000270056363870656,0.0009836969888568272,-0.0070798192249537165,-0.020393201810852586,0.002428008775541882,0.004680918550237822,0.0018003210688854257,0.014012118820087257,-0.0020868805869491114,0.005800466223951122
alright,0.003218847053619056,-0.020522457399944447,-0.008358115435266418,-0.007483872189055244,-0.010913411866350224,0.013341991722015856,0.014625986354747905,-0.013409767005749801,0.0179691881715985,0.011291898556131387
also,0.001112647607189567,0.008248920642874793,0.055800354580409106,0.01248227229707166,-0.00970795253905347,-0.011942276177823315,-0.006686801257034992,-0.001708336864505297,-0.006395928058341677,-0.010756161674677338
alternate,-0.0039527613877381,-0.01708075668862519,0.0022772234065795236,-0.003394447804627771,0.009122857269742027,0.00015940185311846944,0.011423657486050296,0.0032133602233118297,-0.0028823121587741693,0.03003878528362764
although,-0.009027316263214583,0.0251386512515931,-0.014033528495029951,0.006690156542230584,-0.047411556947216695,0.01100399652292996,0.008886102924777317,0.01653201682084207,-0.03411387690571876,0.0007302416925559177
